"Date","LunarPhase","DailyTemp","Site","TotalCalls","TotalPreyRate"
2019-08-17,"Full",31.66666667,65,86,801.87
2019-08-17,"Full",31.66666667,31,144,412
2019-08-18,"Full",30.83333333,108,141,788.24
2019-08-18,"Full",30.83333333,138,176,87.38
2019-08-18,"Full",30.83333333,88,229,17.95
2019-08-18,"Full",30.83333333,60,158,2922
2019-08-18,"Full",30.83333333,58,186,218.58
2019-08-19,"Full",31.38888889,152,92,303.66
2019-08-19,"Full",31.38888889,108,188,548.21
2019-08-19,"Full",31.38888889,21,123,275.73
2019-08-19,"Full",31.38888889,60,175,2804
2019-08-20,"Waning",31.94444444,21,113,460
2019-08-20,"Waning",31.94444444,165,139,1415.69
2019-08-20,"Waning",31.94444444,125,180,1400
2019-08-20,"Waning",31.94444444,44,222,7487.38
2019-08-21,"Waning",31.38888889,53,105,337.63
2019-08-21,"Waning",31.38888889,190,153,131.3
2019-08-21,"Waning",31.38888889,138,127,90
2019-08-21,"Waning",31.38888889,92,92,440
2019-08-21,"Waning",31.38888889,88,89,61
2019-08-22,"Waning",30.83333333,16,86,1080
2019-08-22,"Waning",30.83333333,76,118,399.03
2019-08-22,"Waning",30.83333333,220,203,240.18
2019-08-22,"Waning",30.83333333,145,164,120
2019-08-22,"Waning",30.83333333,88,90,335.9
2019-08-22,"Waning",30.83333333,144,156,724
2019-08-23,"Waning",32.77777778,41,36,7572.45
2019-08-23,"Waning",32.77777778,115,102,538.14
2019-08-23,"Waning",32.77777778,152,154,54.55
2019-08-23,"Waning",32.77777778,97,118,976.14
2019-08-23,"Waning",32.77777778,144,131,327.35
2019-08-24,"Waning",33.05555556,54,98,385.05
2019-08-24,"Waning",33.05555556,169,173,380.37
2019-08-24,"Waning",33.05555556,120,197,2004
2019-08-24,"Waning",33.05555556,156,67,88
2019-08-25,"Waning",32.22222222,66,186,201.48
2019-08-25,"Waning",32.22222222,190,101,348.04
2019-08-25,"Waning",32.22222222,132,183,1066.99
2019-08-25,"Waning",32.22222222,166,188,121.3
2019-08-26,"Waning",32.5,92,25,3571
2019-08-26,"Waning",32.5,220,115,276.79
2019-08-26,"Waning",32.5,146,104,563.22
2019-08-26,"Waning",32.5,166,168,613
2019-08-27,"New",32.5,110,93,932.38
2019-08-27,"New",32.5,166,76,240
2019-08-28,"New",32.5,132,176,82.52
2019-08-28,"New",32.5,183,11,327.83
2019-08-28,"New",32.5,224,192,39
2019-08-29,"New",32.5,132,223,313.39
2019-08-29,"New",32.5,213,96,229
2019-08-30,"New",32.5,138,162,141
2019-08-30,"New",32.5,0,109,787.96
2019-08-31,"New",31.94444444,145,219,316.95
2019-09-01,"New",31.94444444,167,72,88
2019-09-01,"New",31.94444444,35,115,822.73
2019-09-02,"New",33.88888889,190,203,18873
2019-09-02,"New",33.88888889,48,102,761.86
2019-09-03,"New",31.66666667,216,145,1070.59
2019-09-06,"Waxing",30.27777778,115,119,362
2019-09-07,"Waxing",31.38888889,34,140,2192.78
2019-09-07,"Waxing",31.38888889,121,111,110.78
2019-09-08,"Waxing",30.83333333,59,148,1228
2019-09-08,"Waxing",30.83333333,8,52,154.21
2019-09-08,"Waxing",30.83333333,137,113,258.82
2019-09-09,"Waxing",27.22222222,26,219,488.89
2019-09-09,"Waxing",27.22222222,88,63,303.76
2019-09-09,"Waxing",27.22222222,146,178,30
2019-09-10,"Waxing",30.55555556,41,204,786.92
2019-09-10,"Waxing",30.55555556,30,159,499.05
2019-09-11,"Full",27.77777778,58,225,181.67
2019-09-12,"Full",26.38888889,76,210,70
2019-09-12,"Full",26.38888889,127,172,228.04
2019-09-12,"Full",26.38888889,53,219,6748.18
2019-09-12,"Full",26.38888889,216,146,93
2019-09-13,"Full",28.61111111,92,216,1420.37
2019-09-13,"Full",28.61111111,65,116,5308
2019-09-14,"Full",28.88888889,85,171,696.12
2019-09-15,"Full",28.61111111,99,112,121.43
2019-09-15,"Full",28.61111111,0,120,9
2019-09-16,"Full",28.33333333,110,287,565
2019-09-16,"Full",28.33333333,109,281,385.04
2019-09-16,"Full",28.33333333,12,132,413
2019-09-17,"Full",30.27777778,145,73,585.44
2019-09-17,"Full",30.27777778,21,140,269
2019-09-18,"Waning",27.22222222,165,203,987.38
2019-09-18,"Waning",27.22222222,41,97,214
2019-09-18,"Waning",27.22222222,239,93,161.11
2019-09-18,"Waning",27.22222222,134,167,209.52
2019-09-19,"Waning",26.66666667,135,80,375
2019-09-19,"Waning",26.66666667,50,113,3187
2019-09-20,"Waning",25.27777778,21,106,45.63
2019-09-20,"Waning",25.27777778,11,210,129.27
2019-09-21,"Waning",23.05555556,41,120,79.33
2019-09-21,"Waning",23.05555556,30,148,315.38
2019-09-22,"Waning",23.88888889,48,167,115.93
2019-09-22,"Waning",23.88888889,44,256,1071.79
2019-09-23,"Waning",25,134,58,174
2019-09-23,"Waning",25,34,73,100
2019-09-23,"Waning",25,63,48,25.3
2019-09-23,"Waning",25,44,113,847.5
2019-09-24,"Waning",24.44444444,134,159,2404
2019-09-24,"Waning",24.44444444,85,93,186.41
2019-09-24,"Waning",24.44444444,57,225,624.11
2019-09-25,"Waning",25,161,136,797
2019-09-25,"Waning",25,66,244,297.09
2019-09-26,"New",26.66666667,183,128,453
2019-09-27,"New",24.44444444,127,184,153.91
2019-09-27,"New",24.44444444,199,147,165
2019-09-28,"New",27.22222222,119,44,6.8
2019-09-28,"New",27.22222222,139,148,293.7
2019-09-28,"New",27.22222222,220,121,97
2019-09-29,"New",26.11111111,159,36,43.37
2019-09-30,"New",22.77777778,146,352,134.51
2019-09-30,"New",22.77777778,231,83,289.81
2019-10-01,"New",30.55555556,239,64,12
2019-10-02,"New",20.55555556,239,159,105.71
2019-10-02,"New",20.55555556,220,136,27.37
2019-10-04,"Waxing",22.77777778,250,129,153.33
2019-10-05,"Waxing",22.22222222,9,199,280.58
2019-10-05,"Waxing",22.22222222,250,141,131.62
2019-10-05,"Waxing",22.22222222,178,65,506.4
2019-10-06,"Waxing",21.94444444,11,238,1157
2019-10-06,"Waxing",21.94444444,24,78,621
2019-10-06,"Waxing",21.94444444,195,217,153.79
2019-10-07,"Waxing",24.16666667,31,177,219
2019-10-07,"Waxing",24.16666667,35,212,881.55
2019-10-07,"Waxing",24.16666667,209,252,578.81
2019-10-08,"Waxing",23.05555556,44,212,1870.48
2019-10-08,"Waxing",23.05555556,209,283,394.81
2019-10-09,"Waxing",23.61111111,220,100,136.27
2019-10-09,"Waxing",23.61111111,50,225,4572
2019-10-09,"Waxing",23.61111111,56,219,1401
2019-10-10,"Full",22.22222222,58,127,61.17
2019-10-10,"Full",22.22222222,72,182,20.59
2019-10-11,"Full",17.22222222,70,61,15.24
2019-10-11,"Full",17.22222222,88,224,135
2019-10-12,"Full",19.72222222,85,107,124.17
2019-10-12,"Full",19.72222222,94,196,76
2019-10-13,"Full",18.61111111,92,235,1419.67
2019-10-14,"Full",19.16666667,109,256,342.52
2019-10-14,"Full",19.16666667,14,255,1100
2019-10-15,"Full",21.38888889,122,307,594.92
2019-10-15,"Full",21.38888889,127,193,235
2019-10-15,"Full",21.38888889,26,268,208.33
2019-10-16,"Full",21.11111111,135,323,303.33
2019-10-17,"Full",22.77777778,50,118,5088.18
2019-10-18,"Waning",21.66666667,65,195,328
2019-10-18,"Waning",21.66666667,180,147,168.93
2019-10-19,"Waning",18.88888889,202,215,144.07
2019-10-20,"Waning",20,223,181,169
2019-10-21,"Waning",17.5,108,200,516
2019-10-22,"Waning",18.61111111,115,171,1041.67
2019-10-23,"Waning",18.61111111,134,226,406.06
2019-10-24,"Waning",18.61111111,146,182,182.48
2019-10-27,"New",16.38888889,190,70,32.12
2020-06-28,"Waxing",32.5,11,156,10
2020-06-29,"Waxing",30.83333333,17,193,42.16
2020-06-29,"Waxing",30.83333333,24,173,200
2020-06-30,"Waxing",27.77777778,41,97,33.33
2020-06-30,"Waxing",27.77777778,48,157,261.22
2020-07-01,"Waxing",29.44444444,66,204,3256.25
2020-07-02,"Full",30.83333333,85,290,1473.91
2020-07-03,"Full",31.66666667,97,49,11.76
2020-07-03,"Full",31.66666667,130,167,449.11
2020-07-04,"Full",31.11111111,119,201,72.31
2020-07-05,"Full",33.33333333,132,188,0.93
2020-07-06,"Full",33.33333333,146,166,686.32
2020-07-06,"Full",33.33333333,226,180,231
2020-07-07,"Full",32.5,165,214,1396.08
2020-07-07,"Full",32.5,0,83,671.3
2020-07-08,"Full",33.33333333,180,44,1862.62
2020-07-08,"Full",33.33333333,17,162,107.37
2020-07-09,"Full",33.61111111,213,89,199.05
2020-07-09,"Full",33.61111111,27,121,228.16
2020-07-11,"Waning",36.38888889,35,119,477.78
2020-07-12,"Waning",34.72222222,85,144,1216.67
2020-07-12,"Waning",34.72222222,64,82,808.7
2020-07-12,"Waning",34.72222222,52,107,302.73
2020-07-13,"Waning",36.11111111,104,108,784.47
2020-07-13,"Waning",36.11111111,115,104,1146.6
2020-07-14,"Waning",35.27777778,97,31,657.52
2020-07-14,"Waning",35.27777778,26,172,321
2020-07-15,"Waning",35,147,97,195.83
2020-07-15,"Waning",35,48,198,1363.11
2020-07-16,"Waning",35,151,131,739.81
2020-07-16,"Waning",35,138,144,328.7
2020-07-16,"Waning",35,75,209,83.74
2020-07-17,"New",34.16666667,210,230,1399.05
2020-07-17,"New",34.16666667,0,206,10.68
2020-07-17,"New",34.16666667,165,104,475.24
2020-07-17,"New",34.16666667,119,160,36
2020-07-18,"New",34.44444444,17,128,57.5
2020-07-18,"New",34.44444444,175,32,755.56
2020-07-18,"New",34.44444444,145,211,181.55
2020-07-19,"New",33.88888889,212,189,1994.02
2020-07-19,"New",33.88888889,199,141,308.57
2020-07-19,"New",33.88888889,180,182,6.12
2020-07-20,"New",34.44444444,212,145,4074.07
2020-07-20,"New",34.44444444,220,84,1670.41
2020-07-20,"New",34.44444444,17,197,661.68
2020-07-21,"New",32.77777778,53,237,7562.5
2020-07-21,"New",32.77777778,31,194,1501.85
2020-07-22,"New",32.22222222,69,98,503.61
2020-07-22,"New",32.22222222,17,181,432.95
2020-07-22,"New",32.22222222,44,171,1647.96
2020-07-24,"Waxing",28.61111111,48,199,740.21
2020-07-24,"Waxing",28.61111111,26,197,330.48
2020-07-24,"Waxing",28.61111111,88,368,130.39
2020-07-25,"Waxing",29.72222222,119,174,812.75
2020-07-25,"Waxing",29.72222222,63,231,135.77
2020-07-25,"Waxing",29.72222222,52,212,778.64
2020-07-25,"Waxing",29.72222222,96,201,713.68
2020-07-26,"Waxing",31.94444444,88,177,2328.57
2020-07-26,"Waxing",31.94444444,75,212,3527.45
2020-07-26,"Waxing",31.94444444,119,184,951.02
2020-07-27,"Waxing",33.05555556,96,260,818.58
2020-07-27,"Waxing",33.05555556,109,179,1104.46
2020-07-27,"Waxing",33.05555556,138,147,3092.17
2020-07-28,"Waxing",35.27777778,159,186,518.29
2020-07-28,"Waxing",35.27777778,119,190,3946
2020-07-28,"Waxing",35.27777778,138,213,1257.84
2020-07-28,"Waxing",35.27777778,159,186,1177.14
2020-07-29,"Waxing",33.33333333,167,152,621.43
2020-07-29,"Waxing",33.33333333,183,176,2565.05
2020-07-30,"Waxing",34.72222222,220,152,78.57
2020-07-30,"Waxing",34.72222222,146,143,185.29
2020-07-30,"Waxing",34.72222222,216,31,183.33
2020-07-31,"Waxing",34.72222222,159,260,8.93
2020-08-01,"Full",35.27777778,176,206,1258
2020-08-02,"Full",36.11111111,199,283,1364.6
2020-08-03,"Full",36.11111111,216,257,624.51
2020-08-03,"Full",36.11111111,21,70,158.82
2020-08-04,"Full",33.88888889,41,161,119.05
2020-08-05,"Full",34.16666667,65,146,119.05
2020-08-07,"Full",31.38888889,104,216,18.63
2020-08-08,"Waning",31.94444444,126,142,105
2020-08-09,"Waning",32.5,54,13,7373.33
2020-08-09,"Waning",32.5,134,240,30.97
2020-08-10,"Waning",32.5,75,181,58.97
2020-08-10,"Waning",32.5,146,205,83
2020-08-11,"Waning",31.66666667,110,149,781.48
2020-08-11,"Waning",31.66666667,159,211,51.58
2020-08-12,"Waning",33.05555556,31,182,1580
2020-08-13,"Waning",33.05555556,31,162,680
2020-08-13,"Waning",33.05555556,172,140,422.03
2020-08-13,"Waning",33.05555556,213,100,14.4
2020-08-14,"Waning",34.16666667,31,267,2022.33
2020-08-14,"Waning",34.16666667,21,147,298.04
2020-08-15,"Waning",35,61,243,3858.4
2020-08-15,"Waning",35,35,223,458.93
2020-08-17,"New",35,61,254,1783.5
2020-08-17,"New",35,65,176,1792.16
2020-08-18,"New",35.55555556,85,220,1120.56
2020-08-19,"New",35.83333333,88,128,88
2020-08-19,"New",35.83333333,121,171,499.07
2020-08-20,"New",36.11111111,144,72,54
2020-08-20,"New",36.11111111,156,235,241.73
2020-08-20,"New",36.11111111,53,224,2814.81
2020-08-21,"New",36.11111111,144,187,167
2020-08-21,"New",36.11111111,192,125,17.14
2020-08-22,"New",34.72222222,156,168,292.16
2020-08-22,"New",34.72222222,226,207,4.42
2020-08-22,"New",34.72222222,120,103,185.19
2020-08-23,"Waxing",35.55555556,166,149,778.43
2020-08-24,"Waxing",33.88888889,19,142,362.62
2020-08-24,"Waxing",33.88888889,166,225,212
2020-08-25,"Waxing",32.77777778,166,194,320
2020-08-26,"Waxing",33.88888889,50,161,1693.16
2020-08-27,"Waxing",33.61111111,66,181,302
2020-08-27,"Waxing",33.61111111,280,176,317.09
2020-08-28,"Waxing",32.5,77,172,1454.9
2020-08-29,"Waxing",31.11111111,84,198,355
2020-08-30,"Full",30.83333333,109,181,439.22
2020-08-31,"Full",32.77777778,121,133,48.87
2020-09-01,"Full",31.94444444,26,236,121.57
2020-09-01,"Full",31.94444444,132,189,211
2020-09-02,"Full",30.83333333,146,140,204
2020-09-02,"Full",30.83333333,57,190,91.82
2020-09-03,"Full",32.22222222,63,230,553.85
2020-09-03,"Full",32.22222222,88,237,758.76
2020-09-03,"Full",32.22222222,169,185,429.41
2020-09-04,"Full",32.5,190,209,104.63
2020-09-04,"Full",32.5,93,210,469
2020-09-05,"Full",33.05555556,120,273,424.79
2020-09-05,"Full",33.05555556,127,203,772.38
2020-09-06,"Full",33.61111111,158,197,348
2020-09-06,"Full",33.61111111,240,165,98.1
2020-09-06,"Full",33.61111111,161,79,55.14
2020-09-07,"Waning",33.61111111,176,195,695.37
2020-09-08,"Waning",32.22222222,8,17,1.96
2020-09-08,"Waning",32.22222222,180,125,1
2020-09-09,"Waning",20.27777778,190,199,109
2020-09-10,"Waning",21.11111111,47,176,522.45
2020-09-11,"Waning",22.77777778,60,196,834.29
2020-09-12,"Waning",25.83333333,212,220,802.8
2020-09-12,"Waning",25.83333333,72,186,4004.9
2020-09-13,"Waning",26.38888889,88,199,420.39
2020-09-14,"New",28.88888889,97,238,331.37
2020-09-14,"New",28.88888889,17,158,82
2020-09-15,"New",28.61111111,123,191,92.23
2020-09-15,"New",28.61111111,34,159,585.19
2020-09-16,"New",29.16666667,138,228,524.55
2020-09-16,"New",29.16666667,139,224,94.17
2020-09-16,"New",29.16666667,52,183,573.83
2020-09-17,"New",28.88888889,169,216,12
2020-09-18,"New",29.44444444,0,157,90.48
2020-09-18,"New",29.44444444,195,193,291.26
2020-09-19,"New",32.77777778,108,57,78.95
2020-09-19,"New",32.77777778,119,185,225.93
2020-09-19,"New",32.77777778,222,160,185.44
2020-09-20,"New",30.27777778,126,162,118.1
2020-09-20,"New",30.27777778,17,231,128.18
2020-09-20,"New",30.27777778,243,75,0
2020-09-20,"New",30.27777778,132,86,145.63
2020-09-21,"Waxing",29.16666667,255,122,76.7
2020-09-21,"Waxing",29.16666667,145,143,51.96
2020-09-21,"Waxing",29.16666667,35,225,1117.14
2020-09-21,"Waxing",29.16666667,39,119,75.65
2020-09-21,"Waxing",29.16666667,132,89,161.05
2020-09-22,"Waxing",27.5,165,90,49.53
2020-09-22,"Waxing",27.5,52,239,1277.67
2020-09-22,"Waxing",27.5,53,141,2307.37
2020-09-22,"Waxing",27.5,146,171,874.23
2020-09-23,"Waxing",28.05555556,183,205,69.67
2020-09-23,"Waxing",28.05555556,72,241,338
2020-09-23,"Waxing",28.05555556,35,215,730.84
2020-09-23,"Waxing",28.05555556,53,175,675.83
2020-09-24,"Waxing",29.16666667,199,1,520.28
2020-09-24,"Waxing",29.16666667,48,63,144.64
2020-09-24,"Waxing",29.16666667,68,165,236.72
2020-09-25,"Waxing",30,215,168,73.15
2020-09-25,"Waxing",30,94,220,330.56
2020-09-25,"Waxing",30,88,80,21.57
2020-09-26,"Waxing",30.55555556,115,115,81.2
2020-09-26,"Waxing",30.55555556,97,181,186.27
2020-09-27,"Waxing",30.27777778,94,204,49
2020-09-27,"Waxing",30.27777778,115,222,261.82
2020-09-28,"Waxing",30.27777778,121,112,38.24
2020-09-29,"Full",27.22222222,133,154,67.62
2020-09-29,"Full",27.22222222,149,223,61.67
2020-09-30,"Full",26.66666667,145,220,37.04
2020-09-30,"Full",26.66666667,9,183,94.17
2020-10-01,"Full",26.66666667,169,201,168.18
2020-10-01,"Full",26.66666667,190,251,18.85
2020-10-01,"Full",26.66666667,165,82,237.04
2020-10-01,"Full",26.66666667,24,207,226.21
2020-10-02,"Full",26.11111111,190,181,110.78
2020-10-02,"Full",26.11111111,220,231,10.22
2020-10-02,"Full",26.11111111,19,211,232
2020-10-02,"Full",26.11111111,35,179,574.49
2020-10-03,"Full",25.55555556,222,142,320.95
2020-10-03,"Full",25.55555556,44,199,752.17
2020-10-03,"Full",25.55555556,64,219,581.48
2020-10-04,"Full",26.38888889,64,233,416.24
2020-10-05,"Full",26.11111111,64,195,94
2020-10-05,"Full",26.11111111,57,210,435.4
2020-10-06,"Waning",25.83333333,64,239,395.08
2020-10-06,"Waning",25.83333333,17,206,456.19
2020-10-06,"Waning",25.83333333,70,161,32.79
2020-10-07,"Waning",25.27777778,64,211,264.76
2020-10-07,"Waning",25.27777778,32,246,600
2020-10-08,"Waning",25.83333333,64,207,371
2020-10-08,"Waning",25.83333333,48,206,255.28
2020-10-09,"Waning",26.38888889,64,227,360.71
2020-10-09,"Waning",26.38888889,52,272,747.97
2020-10-09,"Waning",26.38888889,119,133,4.62
2020-10-10,"Waning",25.83333333,14,212,95.37
2020-10-10,"Waning",25.83333333,132,103,1.69
2020-10-11,"Waning",26.11111111,22,202,76.27
2020-10-12,"Waning",24.16666667,41,221,567.48
2020-10-12,"Waning",24.16666667,94,202,177.67
2020-10-13,"Waning",24.58333333,50,222,23.73
2020-10-13,"Waning",24.58333333,0,154,201
2020-10-13,"Waning",24.58333333,108,196,159.81
2020-10-13,"Waning",24.58333333,180,219,25.2
2020-10-14,"New",25,63,217,290
2020-10-14,"New",25,8,57,127
2020-10-14,"New",25,133,151,44.88
2020-10-14,"New",25,202,164,126.67
2020-10-15,"New",25.27777778,85,246,131.71
2020-10-15,"New",25.27777778,21,204,319.42
2020-10-15,"New",25.27777778,136,167,187.62
2020-10-16,"New",26.38888889,92,223,275.71
2020-10-16,"New",26.38888889,212,88,256.41
2020-10-16,"New",26.38888889,35,198,1445
2020-10-16,"New",26.38888889,138,152,50.47
2020-10-17,"New",23.05555556,108,273,78.87
2020-10-17,"New",23.05555556,48,176,88.14
2020-10-18,"New",23.88888889,119,198,7.33
2020-10-18,"New",23.88888889,212,80,411.02
2020-10-18,"New",23.88888889,53,137,5964.08
2020-10-18,"New",23.88888889,172,147,41.82
2020-10-19,"New",24.72222222,125,136,2.86
2020-10-19,"New",24.72222222,212,87,310.19
2020-10-19,"New",24.72222222,68,178,346.6
2020-10-19,"New",24.72222222,190,183,62.96
2020-10-20,"New",23.88888889,212,98,128
2020-10-21,"Waxing",23.05555556,92,144,125.71
2020-10-22,"Waxing",25.27777778,110,115,128.18
